gene_a,gene_b,score
REN,ADRB1,0.747
REN,SLC12A1,0.767
REN,MME,0.774
REN,CYP11B1,0.8
REN,SLC5A2,0.802
REN,SLC12A3,0.846
REN,CYP11B2,0.914
REN,NR3C2,0.944
REN,AGTR1,0.969
REN,ACE,0.987
ABCG8,PLN,0.72
ABCG8,HMGCR,0.794
ABCG8,NR1H4,0.858
ABCG8,NPC1L1,0.894
OSMR,IL10,0.71
OSMR,TSLP,0.727
OSMR,IL13,0.733
OSMR,IL6R,0.736
OSMR,JAK3,0.848
OSMR,TYK2,0.853
OSMR,JAK2,0.923
OSMR,IL6,0.932
OSMR,JAK1,0.992
OSMR,IL31RA,0.997
CDKAL1,CDKN2B,0.712
CDKAL1,JAZF1,0.762
CDKAL1,KCNJ11,0.857
CDKAL1,TCF7L2,0.884
NFKBIE,TNF,0.737
NFKBIE,IKBKB,0.978
NFKBIE,REL,0.999
SLC22A3,IGF2R,0.906
EGFR,PDCD1,0.705
EGFR,ITK,0.706
EGFR,FOXO1,0.706
EGFR,PTPN22,0.708
EGFR,PTPN2,0.714
EGFR,IDH2,0.72
EGFR,FOLR1,0.721
EGFR,TSLP,0.726
EGFR,SNCA,0.728
EGFR,TLR3,0.729
EGFR,PCSK9,0.732
EGFR,EZH2,0.741
EGFR,KEAP1,0.746
EGFR,INSR,0.747
EGFR,LCK,0.748
EGFR,PIK3CG,0.748
EGFR,PTPRC,0.749
EGFR,PARP1,0.751
EGFR,CDKN1A,0.752
EGFR,ESR2,0.755
EGFR,TNFSF11,0.756
EGFR,UBASH3A,0.758
EGFR,HDAC1,0.765
EGFR,IFNA17,0.771
EGFR,IFNA2,0.778
EGFR,AKT1,0.792
EGFR,AXL,0.792
EGFR,IDH1,0.795
EGFR,HCK,0.795
EGFR,MST1R,0.795
EGFR,PGF,0.797
EGFR,BRCA1,0.8
EGFR,MTOR,0.802
EGFR,IL13,0.809
EGFR,TUBA1A,0.817
EGFR,IFNA1,0.819
EGFR,TYK2,0.821
EGFR,RET,0.826
EGFR,PGR,0.83
EGFR,PTGS2,0.836
EGFR,BCL2,0.839
EGFR,PPARG,0.843
EGFR,JUP,0.847
EGFR,NF1,0.847
EGFR,RAF1,0.848
EGFR,CALM1,0.852
EGFR,ANGPT2,0.859
EGFR,LYN,0.859
EGFR,ABL1,0.861
EGFR,AR,0.864
EGFR,CD274,0.87
EGFR,FYN,0.873
EGFR,MYC,0.875
EGFR,NTRK2,0.882
EGFR,YAP1,0.884
EGFR,APP,0.889
EGFR,TNF,0.89
EGFR,CXCL12,0.897
EGFR,IL10,0.899
EGFR,EPHA2,0.903
EGFR,CDKN2A,0.91
EGFR,YES1,0.913
EGFR,HDAC6,0.919
EGFR,FGF5,0.922
EGFR,HIF1A,0.934
EGFR,FOS,0.94
EGFR,PIK3CD,0.942
EGFR,FN1,0.944
EGFR,JAK3,0.956
EGFR,ITGB1,0.966
EGFR,PDGFB,0.968
EGFR,PTEN,0.969
EGFR,JAK1,0.97
EGFR,IL6,0.979
EGFR,JAK2,0.986
EGFR,ESR1,0.988
EGFR,PTK6,0.989
EGFR,IGF1R,0.989
EGFR,NRAS,0.991
EGFR,PLCG2,0.993
EGFR,PIK3CB,0.993
EGFR,EPS15,0.994
EGFR,HRAS,0.994
EGFR,ERBB4,0.996
EGFR,MET,0.996
EGFR,STAT5B,0.997
EGFR,PIK3R1,0.998
EGFR,CTNNB1,0.998
EGFR,PTPN11,0.999
EGFR,NRG1,0.999
EGFR,SOS1,0.999
EGFR,SRC,0.999
HTR2C,HTR1B,0.721
HTR2C,MAOB,0.8
HTR2C,HTR3A,0.804
HTR2C,CACNA1F,0.905
HTR2C,CACNA1S,0.905
HTR2C,CACNA1D,0.921
HTR2C,HTR2A,0.991
CDKN2B,SMAD3,0.745
CDKN2B,CDKN1C,0.835
CDKN2B,CDKN1A,0.89
CDKN2B,CCND3,0.946
CDKN2B,CDKN2A,0.951
CDKN2B,MYC,0.966
IFNA1,CD274,0.7
IFNA1,IL1R1,0.703
IFNA1,CRLF2,0.711
IFNA1,IL13,0.713
IFNA1,SAMHD1,0.718
IFNA1,CD86,0.72
IFNA1,MX2,0.734
IFNA1,MPL,0.75
IFNA1,CSF3R,0.764
IFNA1,STAT4,0.776
IFNA1,CSF2RB,0.777
IFNA1,IL4R,0.779
IFNA1,IL5RA,0.781
IFNA1,IL17A,0.79
IFNA1,IFNA17,0.797
IFNA1,IL6R,0.803
IFNA1,CD40,0.808
IFNA1,IL7R,0.808
IFNA1,JAK3,0.811
IFNA1,IFNGR2,0.818
IFNA1,IL23R,0.837
IFNA1,IL2RA,0.843
IFNA1,IL10,0.852
IFNA1,IL3RA,0.861
IFNA1,JAK2,0.876
IFNA1,IFIH1,0.886
IFNA1,CD8A,0.89
IFNA1,TLR3,0.897
IFNA1,TLR9,0.899
IFNA1,IL10RB,0.907
IFNA1,TLR7,0.92
IFNA1,IL6,0.927
IFNA1,TNF,0.928
IFNA1,JAK1,0.992
IFNA1,TYK2,0.992
IFNA1,IFNAR2,0.999
SIGMAR1,HSD3B2,0.727
SIGMAR1,DRD2,0.736
SIGMAR1,OPRM1,0.805
NTRK2,MC4R,0.705
NTRK2,PDGFB,0.708
NTRK2,ERBB4,0.737
NTRK2,PIK3R1,0.741
NTRK2,FGF5,0.754
NTRK2,SOS1,0.774
NTRK2,SRC,0.786
NTRK2,CNR1,0.822
NTRK2,FYN,0.884
NTRK2,SH2B3,0.905
NTRK2,PLCG2,0.907
NTRK2,ABL1,0.91
NTRK2,PTPN11,0.939
NTRK2,ADORA2A,0.94
NTRK2,NTRK3,0.969
NTRK2,NTRK1,0.989
SERPING1,ELANE,0.716
SERPING1,SERPINC1,0.753
SERPING1,C5AR1,0.756
SERPING1,F11,0.759
SERPING1,CFB,0.88
SERPING1,A2M,0.905
SERPING1,C1S,0.999
ATM,FGFR2,0.705
ATM,BCL2,0.712
ATM,KDM6A,0.712
ATM,TOP1,0.722
ATM,NF1,0.732
ATM,AKT1,0.742
ATM,FOXO1,0.751
ATM,FBXW7,0.756
ATM,BRAF,0.778
ATM,SMARCA4,0.786
ATM,POLE,0.794
ATM,CDKN1A,0.807
ATM,TERT,0.825
ATM,CDKN2A,0.847
ATM,RAD51B,0.865
ATM,MYC,0.871
ATM,PARP1,0.875
ATM,ATRX,0.897
ATM,PTEN,0.897
ATM,RAD51C,0.921
ATM,PPM1D,0.924
ATM,RAD51D,0.93
ATM,HDAC1,0.948
ATM,MDM4,0.954
ATM,POLD1,0.96
ATM,ABL1,0.988
ATM,FANCD2,0.989
ATM,RAD50,0.99
ATM,BLM,0.991
ATM,BRCA2,0.995
ATM,BRCA1,0.999
ATM,CHEK2,0.999
ARID5B,PIP4K2A,0.7
ARID5B,HDAC1,0.774
DSC2,LMNA,0.718
DSC2,RYR2,0.77
DSC2,TMEM43,0.933
DSC2,JUP,0.981
DSC2,DSP,0.998
TNFSF4,IL6,0.703
TNFSF4,BANK1,0.706
TNFSF4,CD86,0.722
TNFSF4,TNF,0.754
TNFSF4,IL10,0.757
TNFSF4,CD274,0.79
TNFSF4,CTLA4,0.812
TNFSF4,TSLP,0.817
TNFSF4,CD40,0.873
MED13L,FBXW7,0.773
MED13L,MED12,0.999
PDE3B,ELMO1,0.735
PDE3B,GUCY1A2,0.75
PDE3B,NPR1,0.75
PDE3B,PIK3CG,0.757
PDE3B,NPR2,0.757
PDE3B,GUCY1A1,0.767
PDE3B,GUCY1B1,0.772
PDE3B,ADCY3,0.793
PDE3B,ADCY7,0.797
PDE3B,PDE3A,0.919
PDE3B,AKT1,0.943
GUCY1A2,PDE1C,0.741
GUCY1A2,PDE6C,0.744
GUCY1A2,PDE6G,0.771
GUCY1A2,PDE6B,0.775
GUCY1A2,PDE1A,0.782
GUCY1A2,PDE10A,0.783
GUCY1A2,PDE3A,0.791
GUCY1A2,PDE5A,0.804
GUCY1A2,PDE2A,0.805
GUCY1A2,PDE9A,0.828
GUCY1A2,PKLR,0.903
GUCY1A2,GUCY1A1,0.967
GUCY1A2,GUCY1B1,0.997
FLT1,CXCR4,0.702
FLT1,ITGB1,0.722
FLT1,HIF1A,0.735
FLT1,PIK3CD,0.737
FLT1,COL18A1,0.741
FLT1,CD34,0.754
FLT1,PTPN11,0.775
FLT1,CTNNB1,0.799
FLT1,CXCL12,0.8
FLT1,PECAM1,0.824
FLT1,FGF5,0.871
FLT1,PIK3CB,0.908
FLT1,PIK3R1,0.909
FLT1,PDGFB,0.911
FLT1,ANGPT2,0.983
FLT1,PGF,0.999
RANBP2,TPM3,0.747
RANBP2,NISCH,0.796
RANBP2,ALK,0.826
RANBP2,TOP2A,0.827
RANBP2,NUP160,0.992
RANBP2,XPO1,0.993
JAZF1,SUZ12,0.935
ATP5MC3,KDM6A,0.701
ATP5MC3,LHPP,0.775
ATP5MC3,PPA2,0.778
APP,VAMP2,0.705
APP,LRP1B,0.727
APP,PARK7,0.731
APP,ADAM17,0.733
APP,AGTR1,0.734
APP,ITGB1,0.761
APP,SERPINA1,0.764
APP,FYN,0.78
APP,FN1,0.782
APP,NF1,0.786
APP,TNF,0.799
APP,LPA,0.808
APP,CTNNB1,0.814
APP,APOA5,0.826
APP,GRIN2A,0.848
APP,NTRK1,0.856
APP,MME,0.857
APP,GSN,0.86
APP,SRC,0.864
APP,LRP8,0.88
APP,CTSB,0.902
APP,A2M,0.905
APP,ACHE,0.937
APP,CNTN4,0.95
APP,F11,0.954
APP,SNCA,0.993
CA2,CA1,0.833
AKR1B1,PAH,0.918
AKR1B1,TH,0.922
AKR1B1,DHFR,0.974
CSF1R,PLCG2,0.7
CSF1R,FOS,0.703
CSF1R,LYN,0.719
CSF1R,PECAM1,0.725
CSF1R,CD86,0.735
CSF1R,CD8A,0.741
CSF1R,CD34,0.746
CSF1R,P2RY12,0.756
CSF1R,PIK3CG,0.757
CSF1R,CCR2,0.778
CSF1R,IL6,0.779
CSF1R,CCR5,0.788
CSF1R,FGF5,0.799
CSF1R,ANGPT2,0.806
CSF1R,CSF3R,0.807
CSF1R,PTPRC,0.818
CSF1R,SRC,0.833
CSF1R,CX3CR1,0.836
CSF1R,PGF,0.851
CSF1R,PTPN11,0.858
CSF1R,PDGFB,0.866
CSF1R,HCK,0.877
CSF1R,CXCL12,0.879
CSF1R,PIK3R1,0.925
CSF1R,RUNX1,0.983
CSF1R,TNFSF11,0.987
ZIC3,ACVR2B,0.909
PDE6D,GUCY1A1,0.701
PDE6D,CALM1,0.712
PDE6D,ADCY3,0.736
PDE6D,GUCY1B1,0.783
FANCD2,ATRX,0.761
FANCD2,POLD1,0.79
FANCD2,RAD51D,0.831
FANCD2,DCLRE1B,0.849
FANCD2,CHEK2,0.865
FANCD2,MEN1,0.913
FANCD2,BLM,0.933
FANCD2,RAD51C,0.934
FANCD2,BRCA1,0.999
FANCD2,BRCA2,0.999
PPARG,PPARD,0.715
PPARG,IL10,0.733
PPARG,LEPR,0.734
PPARG,PTGS2,0.735
PPARG,SRC,0.736
PPARG,KCNJ11,0.748
PPARG,EZH2,0.778
PPARG,HDAC2,0.784
PPARG,AKT1,0.79
PPARG,ESR1,0.794
PPARG,TNF,0.807
PPARG,MAP2K1,0.813
PPARG,ABCA1,0.82
PPARG,IL6,0.82
PPARG,EBF1,0.823
PPARG,PTEN,0.83
PPARG,NFE2L2,0.831
PPARG,TET1,0.842
PPARG,HIF1A,0.854
PPARG,FOXO1,0.856
PPARG,HDAC1,0.857
PPARG,ANGPTL4,0.875
PPARG,ARID1B,0.906
PPARG,ARID1A,0.914
PPARG,LPL,0.941
PPARG,SMAD3,0.95
PPARG,MTOR,0.964
PPARG,HDAC3,0.965
PPARG,SMARCA4,0.966
PPARG,CTNNB1,0.994
PPARG,NCOR2,0.999
PPARG,RXRA,0.999
NRG1,FYN,0.709
NRG1,SOS1,0.736
NRG1,NTRK1,0.754
NRG1,SRC,0.791
NRG1,ERBB4,0.999
PRKAG2,MYH6,0.703
PRKAG2,LMNA,0.752
PRKAG2,TNNT2,0.773
PRKAG2,TPM1,0.781
PRKAG2,CSRP3,0.793
PRKAG2,TNNI3,0.801
PRKAG2,MYH7,0.801
PRKAG2,ACTC1,0.802
PRKAG2,LAMP2,0.818
PRKAG2,MYL3,0.871
PRKAG2,MYBPC3,0.878
PRKAG2,FOXO1,0.913
PRKAG2,MTOR,0.922
PRKAG2,TSC1,0.922
PRKAG2,HMGCR,0.932
HMGCR,ACLY,0.711
HMGCR,ACE,0.806
HMGCR,DHCR24,0.829
HMGCR,PPARA,0.856
HMGCR,ABCA1,0.866
HMGCR,PCSK9,0.91
HMGCR,NPC1L1,0.918
HMGCR,FDPS,0.967
KIT,BCL2,0.707
KIT,JAK2,0.707
KIT,YES1,0.707
KIT,IL3RA,0.709
KIT,ITGB1,0.712
KIT,NF1,0.715
KIT,PTEN,0.719
KIT,LCK,0.724
KIT,CD8A,0.727
KIT,MME,0.745
KIT,SPRED1,0.751
KIT,CSF3R,0.753
KIT,MC1R,0.757
KIT,FYN,0.771
KIT,RUNX1,0.773
KIT,PECAM1,0.774
KIT,TFAP2B,0.776
KIT,FN1,0.776
KIT,IL6,0.781
KIT,CD19,0.781
KIT,MITF,0.783
KIT,TET2,0.786
KIT,PGF,0.798
KIT,SRC,0.802
KIT,ANGPT2,0.806
KIT,BCR,0.807
KIT,AKT1,0.818
KIT,CXCR4,0.833
KIT,IL7R,0.842
KIT,FGF5,0.85
KIT,PIK3CG,0.852
KIT,SH2B3,0.875
KIT,PDGFB,0.876
KIT,ANO1,0.892
KIT,PTPRC,0.906
KIT,LYN,0.928
KIT,PIK3CD,0.94
KIT,CD34,0.956
KIT,PIK3CB,0.961
KIT,HRAS,0.962
KIT,STAT5B,0.971
KIT,CXCL12,0.974
KIT,NRAS,0.981
KIT,PTPN11,0.99
KIT,PIK3R1,0.995
CACNA1D,FKBP1A,0.72
CACNA1D,CACNA1B,0.772
CACNA1D,CALM1,0.822
CACNA1D,KCNN4,0.833
CACNA1D,RYR1,0.865
CACNA1D,PPP1CB,0.907
CACNA1D,HTR2A,0.916
CACNA1D,PPP3CA,0.918
CACNA1D,PRKCB,0.933
CACNA1D,RYR2,0.944
CACNA1D,CACNA1S,0.975
CACNA1D,CACNA1F,0.98
MRAS,LZTR1,0.735
MRAS,RASGRP1,0.771
MRAS,PPP1CB,0.885
MRAS,PRKCB,0.907
MRAS,PIK3R1,0.919
MRAS,CDKN2A,0.925
MRAS,MAP3K1,0.934
MRAS,PIK3CD,0.954
MRAS,NF1,0.955
MRAS,PIK3CB,0.961
MRAS,BRAF,0.965
MRAS,SOS1,0.97
MRAS,RAF1,0.991
MRAS,SHOC2,0.999
NPC1L1,PCSK9,0.723
NPC1L1,ABCA1,0.815
IL10RB,STAT5B,0.708
IL10RB,TSLP,0.725
IL10RB,IFNA17,0.744
IL10RB,GART,0.754
IL10RB,JAK3,0.757
IL10RB,IL13,0.765
IL10RB,IFNA2,0.881
IL10RB,JAK2,0.884
IL10RB,IL6,0.889
IL10RB,IL19,0.93
IL10RB,IFNAR2,0.947
IL10RB,JAK1,0.998
IL10RB,IL10,0.999
IL10RB,TYK2,0.999
ACTC1,NEXN,0.727
ACTC1,ACTN2,0.76
ACTC1,RBM20,0.769
ACTC1,LDB3,0.799
ACTC1,TTN,0.833
ACTC1,CSRP3,0.873
ACTC1,MYH6,0.989
ACTC1,MYL3,0.991
ACTC1,TNNI3,0.994
ACTC1,MYBPC3,0.995
ACTC1,TPM3,0.996
ACTC1,TPM1,0.999
ACTC1,MYH7,0.999
ACTC1,TNNT2,0.999
ACE,TNF,0.72
ACE,XDH,0.724
ACE,NOS3,0.731
ACE,ACHE,0.733
ACE,IL6,0.776
ACE,SLC5A2,0.78
ACE,FURIN,0.803
ACE,ADAM17,0.823
ACE,CYP11B2,0.867
ACE,DPP4,0.874
ACE,MME,0.882
ACE,NR3C2,0.891
ACE,BDKRB2,0.917
ACE,AGTR1,0.974
PTGIR,PTGS1,0.753
PTGIR,TBXA2R,0.825
PDE9A,ADCY7,0.72
PDE9A,ADCY3,0.728
PDE9A,NPR2,0.779
PDE9A,GUCY1A1,0.805
PDE9A,GUCY1B1,0.816
PDE9A,NPR1,0.818
AIRE,CARD9,0.716
AIRE,EGLN2,0.869
AIRE,H3-3A,0.915
AIRE,H3C2,0.915
CCR2,CTLA4,0.725
CCR2,IL17A,0.751
CCR2,JAK3,0.754
CCR2,CD86,0.76
CCR2,TLR7,0.761
CCR2,TNF,0.771
CCR2,JAK2,0.784
CCR2,PTPRC,0.794
CCR2,CX3CR1,0.835
CCR2,CD8A,0.84
CCR2,IL10,0.878
CCR2,IL6,0.879
CCR2,CXCR1,0.963
CCR2,CCRL2,0.972
CCR2,CCR6,0.986
CCR2,CXCR4,0.989
CCR2,CCR5,0.993
CCR2,CCL20,0.995
CCR2,CXCL12,0.998
CCR5,IL7R,0.736
CCR5,CD40,0.751
CCR5,IFNA2,0.757
CCR5,IL17A,0.76
CCR5,JAK3,0.769
CCR5,CD86,0.778
CCR5,CCRL2,0.785
CCR5,CD209,0.793
CCR5,PTPRC,0.806
CCR5,CD2,0.81
CCR5,CX3CR1,0.823
CCR5,IL6,0.831
CCR5,CCR6,0.864
CCR5,CXCR1,0.871
CCR5,C5AR1,0.874
CCR5,IL10,0.878
CCR5,TNF,0.88
CCR5,JAK2,0.898
CCR5,CD8A,0.941
CCR5,CCL20,0.994
CCR5,ERVW-1,0.996
CCR5,CXCR4,0.996
CCR5,CXCL12,0.998
FGFR4,TLR9,0.709
FGFR4,PDGFB,0.723
FGFR4,PIK3CB,0.724
FGFR4,ANGPT2,0.726
FGFR4,FGFR3,0.79
FGFR4,PIK3R1,0.798
FGFR4,NR1H4,0.837
FGFR4,SOS1,0.927
FGFR4,HRAS,0.943
FGFR4,NRAS,0.945
FGFR4,FGFR1,0.967
FGFR4,FGF5,0.997
CYP11B1,MC2R,0.9
CYP11B1,CYP11B2,0.912
CYP11B1,CYP19A1,0.949
CYP11B1,SRD5A2,0.951
CYP11B1,CYP17A1,0.964
CYP11B1,HSD3B2,0.992
PTGER1,ADRB2,0.704
PTGER1,PTGS1,0.714
PTGER1,PTGS2,0.753
PTGER1,PTGER4,0.977
STAT5B,FOXO1,0.701
STAT5B,NCOR2,0.707
STAT5B,TSLP,0.709
STAT5B,ETV6,0.709
STAT5B,CTNNB1,0.717
STAT5B,HCK,0.723
STAT5B,CRLF2,0.723
STAT5B,FYN,0.734
STAT5B,CTLA4,0.744
STAT5B,CSF3R,0.752
STAT5B,IL10,0.753
STAT5B,SYK,0.763
STAT5B,GATA3,0.763
STAT5B,TET2,0.771
STAT5B,LYN,0.782
STAT5B,SMARCA4,0.783
STAT5B,FGFR2,0.787
STAT5B,LCK,0.79
STAT5B,CD8A,0.794
STAT5B,SND1,0.799
STAT5B,IL6,0.807
STAT5B,AKT1,0.81
STAT5B,RUNX1,0.824
STAT5B,STAT4,0.827
STAT5B,ETS1,0.839
STAT5B,LEPR,0.859
STAT5B,PGR,0.879
STAT5B,CDKN1A,0.887
STAT5B,SRC,0.9
STAT5B,EZH2,0.901
STAT5B,FHL1,0.902
STAT5B,BCR,0.936
STAT5B,IL7R,0.941
STAT5B,PTPN2,0.948
STAT5B,PTPN11,0.962
STAT5B,GHR,0.977
STAT5B,ABL1,0.983
STAT5B,TYK2,0.984
STAT5B,IL2RA,0.989
STAT5B,ERBB4,0.993
STAT5B,JAK3,0.997
STAT5B,JAK2,0.999
STAT5B,JAK1,0.999
SSTR5,SSTR2,0.737
SSTR5,DRD2,0.749
LHCGR,HSD3B2,0.701
LHCGR,TSHR,0.716
LHCGR,ESR2,0.727
LHCGR,ESR1,0.731
LHCGR,CYP19A1,0.81
LHCGR,CYP17A1,0.856
REL,ESR1,0.74
REL,MYC,0.744
REL,FOS,0.754
REL,MALT1,0.874
REL,TNF,0.899
REL,IKBKB,0.956
REL,CD40,0.992
CCKAR,GLP1R,0.709
CXCR1,CCR6,0.704
CXCR1,JAK3,0.723
CXCR1,JAK2,0.764
CXCR1,CX3CR1,0.79
CXCR1,CXCR4,0.857
CXCR1,IL6,0.868
CXCR1,CCL20,0.89
CXCR1,CXCL12,0.992
MST1R,CTNNB1,0.758
MST1R,MST1,0.999
GUCY1A1,PDE6G,0.728
GUCY1A1,PDE1C,0.733
GUCY1A1,PDE6C,0.744
GUCY1A1,PDE6B,0.753
GUCY1A1,PDE10A,0.762
GUCY1A1,PDE1A,0.763
GUCY1A1,PDE2A,0.787
GUCY1A1,PDE3A,0.799
GUCY1A1,PDE5A,0.85
GUCY1A1,PKLR,0.907
GUCY1A1,GUCY1B1,0.999
ERAP1,TNF,0.728
ERAP1,IL23R,0.8
TLR3,CD83,0.703
TLR3,NOD2,0.722
TLR3,IFNA17,0.724
TLR3,CD8A,0.745
TLR3,SRC,0.755
TLR3,IL10,0.778
TLR3,IFNA2,0.778
TLR3,IKBKB,0.808
TLR3,IL1R1,0.832
TLR3,CD40,0.855
TLR3,TLR9,0.856
TLR3,TNF,0.882
TLR3,IL6,0.889
TLR3,IRAK1,0.917
TLR3,HMGB1,0.952
TLR3,TLR7,0.962
TLR3,IFIH1,0.975
NOS3,IL10,0.701
NOS3,IL6,0.718
NOS3,PECAM1,0.731
NOS3,ESR1,0.773
NOS3,AGTR1,0.784
NOS3,XDH,0.828
NOS3,PLCG2,0.909
NOS3,NOS2,0.912
NOS3,CALM1,0.991
NOS3,AKT1,0.997
ARF6,MET,0.728
ARF6,SRC,0.735
ARF6,CLTCL1,0.735
ARF6,EPS15,0.74
ARF6,CDKN2A,0.775
ARF6,AKT1,0.819
ARF6,ADAP1,0.838
TSC1,FKBP1A,0.741
TSC1,PTEN,0.801
TSC1,BAG3,0.806
TSC1,MTOR,0.974
TSC1,IKBKB,0.982
TSC1,AKT1,0.985
SPRED1,RAF1,0.715
SPRED1,HRAS,0.792
SPRED1,NRAS,0.87
SPRED1,SPRED2,0.892
SPRED1,NF1,0.992
AVPR1A,OXTR,0.775
AVPR1A,AVPR1B,0.94
AVPR1A,AVPR2,0.953
MC4R,LEPR,0.881
RUNX1,EZH2,0.703
RUNX1,SETBP1,0.704
RUNX1,PRDM1,0.713
RUNX1,MLLT3,0.719
RUNX1,IDH2,0.72
RUNX1,IDH1,0.72
RUNX1,IRF4,0.722
RUNX1,CD34,0.724
RUNX1,WT1,0.728
RUNX1,AFF1,0.731
RUNX1,FOS,0.737
RUNX1,NRAS,0.743
RUNX1,DNMT1,0.743
RUNX1,SMARCA4,0.761
RUNX1,PRKCB,0.796
RUNX1,CSF3R,0.806
RUNX1,CCND3,0.811
RUNX1,NCOR2,0.815
RUNX1,ESR1,0.837
RUNX1,CTLA4,0.844
RUNX1,IKZF3,0.849
RUNX1,PBX1,0.86
RUNX1,TET2,0.869
RUNX1,ABL1,0.871
RUNX1,SMAD3,0.878
RUNX1,KMT2A,0.895
RUNX1,IL2RA,0.896
RUNX1,PAX5,0.92
RUNX1,FLI1,0.921
RUNX1,MYH11,0.922
RUNX1,MYB,0.936
RUNX1,YAP1,0.936
RUNX1,IKZF1,0.941
RUNX1,SRC,0.943
RUNX1,HIF1A,0.945
RUNX1,PTPN11,0.96
RUNX1,RUNX3,0.98
RUNX1,ETV6,0.983
RUNX1,HDAC2,0.984
RUNX1,GATA3,0.989
RUNX1,GATA2,0.996
RUNX1,HDAC1,0.998
RUNX1,ETS1,0.999
RUNX1,CBFB,0.999
NOD2,IL10,0.701
NOD2,CCDC122,0.704
NOD2,TLR7,0.714
NOD2,SLC22A5,0.739
NOD2,IRAK1,0.759
NOD2,TNFSF15,0.77
NOD2,IL6,0.805
NOD2,IKBKB,0.807
NOD2,TNF,0.852
NOD2,TNFAIP3,0.854
NOD2,IFIH1,0.855
NOD2,CYLD,0.888
NOD2,IRGM,0.898
NOD2,IL23R,0.909
NOD2,TLR9,0.92
NOD2,CARD9,0.995
NOD2,ATG16L1,0.999
CD3D,CD52,0.716
CD3D,MS4A1,0.749
CD3D,CD274,0.806
CD3D,IL7R,0.846
CD3D,PDCD1,0.852
CD3D,FYN,0.854
CD3D,CD6,0.856
CD3D,PTPRC,0.899
CD3D,SYK,0.94
CD3D,ITK,0.945
CD3D,CD2,0.956
CD3D,LCK,0.973
CD3D,CD8A,0.997
CD3D,CD3G,0.999
CD3D,CD3E,0.999
AXL,YAP1,0.701
AXL,CD209,0.712
AXL,LCK,0.731
AXL,PIK3R1,0.89
AXL,JAK1,0.914
AXL,JAK2,0.915
AXL,PLCG2,0.918
AXL,SRC,0.983
AXL,PROS1,0.997
ANGPTL4,HIF1A,0.73
ANGPTL4,PPARA,0.843
ANGPTL4,ITGB1,0.848
ANGPTL4,ANGPTL3,0.915
ANGPTL4,LPL,0.994
SOST,PTH1R,0.852
SOST,CTNNB1,0.853
SOST,TNFSF11,0.927
MAP2K1,TNF,0.702
MAP2K1,TYK2,0.71
MAP2K1,LMNA,0.719
MAP2K1,FN1,0.727
MAP2K1,BCL2,0.749
MAP2K1,JAK2,0.757
MAP2K1,PTEN,0.792
MAP2K1,SRC,0.794
MAP2K1,BCL2L11,0.821
MAP2K1,IL6,0.821
MAP2K1,MAP2K4,0.826
MAP2K1,SOS1,0.827
MAP2K1,PTPN11,0.928
MAP2K1,MAPK11,0.951
MAP2K1,TRIB1,0.967
MAP2K1,NRAS,0.983
MAP2K1,HRAS,0.989
MAP2K1,MAP3K1,0.989
MAP2K1,BRAF,0.999
MAP2K1,RAF1,0.999
PTGER4,PTGS1,0.751
PTGER4,SRC,0.84
PTGER4,PTGS2,0.895
HDAC3,AR,0.73
HDAC3,SUZ12,0.733
HDAC3,GATA2,0.75
HDAC3,KLF4,0.768
HDAC3,GATA3,0.773
HDAC3,RXRA,0.774
HDAC3,THRB,0.776
HDAC3,HIF1A,0.804
HDAC3,AKT1,0.811
HDAC3,HDAC2,0.906
HDAC3,HDAC1,0.925
HDAC3,EMD,0.925
HDAC3,MORF4L1,0.937
HDAC3,MYC,0.949
HDAC3,EZH2,0.989
HDAC3,NCOR2,0.999
PCSK9,LPA,0.71
PCSK9,ANGPTL3,0.773
PCSK9,LDLRAP1,0.808
PCSK9,PSRC1,0.812
PCSK9,LDLR,0.999
ACHE,XDH,0.739
ACHE,MAOA,0.761
ACHE,MGAM,0.789
ACHE,MAOB,0.91
IL12A,IL6R,0.703
IL12A,IL23R,0.724
IL12A,IL4R,0.733
IL12A,CSF3R,0.734
IL12A,STAT4,0.771
IL12A,LEPR,0.772
TACR3,CHD7,0.811
PTGDR,EZH2,0.817
PTGDR,PTGDS,0.888
PTGDR,PTGDR2,0.892
BCR,PIK3CG,0.732
BCR,PIK3R1,0.744
BCR,MLLT3,0.769
BCR,ABL1,0.996
TACR1,TRPV1,0.735
TACR1,OPRM1,0.742
INSR,SRC,0.705
INSR,FOXO1,0.743
INSR,PDGFB,0.744
INSR,SOS1,0.752
INSR,JAK2,0.797
INSR,FGF5,0.811
INSR,PRKCB,0.911
INSR,PIK3CD,0.927
INSR,PIK3CB,0.944
INSR,PTPN11,0.98
INSR,IRS4,0.983
INSR,PIK3R1,0.988
INSR,IGF1R,0.997
TMEM43,FLNC,0.72
TMEM43,LMNA,0.805
TMEM43,RYR2,0.843
TMEM43,SUN2,0.875
TMEM43,EMD,0.891
TMEM43,JUP,0.913
P2RY1,P2RY12,0.957
IL13,LEPR,0.71
IL13,CSF3R,0.714
IL13,PTGDR2,0.719
IL13,CD86,0.722
IL13,CSF2RB,0.731
IL13,FN1,0.735
IL13,IFNAR2,0.741
IL13,IL1R1,0.761
IL13,MAOA,0.787
IL13,IL3RA,0.8
IL13,IL23R,0.83
IL13,TYK2,0.831
IL13,IL17F,0.842
IL13,IL11RA,0.843
IL13,JAK2,0.845
